	Unnamed: 0	platform	phase/arg_situation	method	adressee, reference	function	intent	impl_expl	pos_neg	easy translation	User	topic	link	connected	utterance	Effekt	lecture	praise	insinuation	dissence	concession	td-type
	mattias										biebendum	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Muss man wirklich jede Äußerung dieses Lügners veröffentlichen?	praise						
	mattias										biesi	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Einer sowieso gefährdeten Branche bricht die Regierung das wirtschaftliche Genick.	lecture						
	mattias										biesi	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Erst der totale Stillstand.	praise						
	mattias										biesi	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Ob der sachlich tatsächlich begründet war, zu spät erfolgte, zu früh gelockert wurde oder was auch immer werden zukünftige Forschungen zeigen.	lecture						
	mattias										snolive	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Es liegt einzig und alleine am Konsumenten.	praise						
	mattias										snolive	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Wenn der Konsument gerne weiterhin im Einzelhandel und spez. Geschäften einkaufen will, werden die Geschäfte neu entstehen.	praise						
	mattias										snolive	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Ich denke aber, dass der schleichende Prozess zum Versandhandel durch die Corona Pandemie um 1-5 Jahre beschleunigt wurde.	praise						
	mattias										snolive	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Dies muss auch nicht nur schlecht sein, Berufe und Märkte haben sich in den letzten 2000 Jahre mehrmals verändert.	praise						
	mattias										snolive	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Viele Produkte kauf ich mittlerweile um Mitternacht gemütlich mit einem Bier in der Hand vom heimischen Rechner aus.	praise						
	mattias										maria	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Neidisch blicken die Deutschen auf Schweden und blenden dabei aus, dass sich die Mehrheit der Schweden an die Empfehlungen ihres Epidemiologen und der Regierung halten.	praise						
	mattias										maria	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Ach wie schön objektiv der Artikel doch geschrieben wurde!	praise						
	mattias										maria	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Es wird völlig klar, welche Stoßrichtung er verfolgt: Kinder sollen daheim bleiben und basta.	praise						
	mattias										maria	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Was ist mit den Erfahrungen in Schweden, denen in Australien? Was ist mit unseren Notbetreuungen - sind die alle geschlossen?	praise						
	mattias										louise	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Da sieht man, welchen Stellenwert Kinder und Eltern haben:	praise						
	mattias										louise	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Die Schulen und Kitas werden eben mal auf unbestimmte Zeit geschlossen - und es wurde keine Studie in Auftragegegeben um herauszufinden, ob diese Maßnahme sich irgendwie evidenzbasiert begründen lässt?	praise						
	mattias										maria	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		das moniere ich schon die ganze Zeit.	praise						
	mattias										maria	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		ie Gesundheitsämter sind zu überlastet, um dieser nebensächlichen Frage nachzugehen. Und Studien, pah, damit kann man sich doch wirklich Zeit lassen.	praise						
	mattias											health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Kindergärten gelten logischerweise schon immer als Multiplikatoren für Infektionskrankheiten.	praise						
	mattias										david	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Nur weil Eltern ihre Kinder nicht mehr aushalten müssen diese in die Kita.	praise						
	mattias										david	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Ich bin selbst Vater zweier Kleinkinder.	praise						
	mattias										david	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Meine Frau ist Krankenschwester und ich betreue die Kinder und mache tägl. 7 Std. Homeoffice wenn meine Frau Feierabend hat	praise						
	mattias										david	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Meine Kinder und ich geniessen die gemeinsame Zeit. Wir spielen viel miteinander, machen lange Wanderungen in der Natur, Ballspiele, turnen, basteln.	praise						
	mattias										david	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Zudem gebe ich tägl. 2 Std. Vorschulunterricht.	praise						
	mattias										david	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		In den letzten 3 Wochen habe der 5jährigen schreiben und lesen beigebracht.	praise						
	mattias										david	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Jetzt starten wir gerade mit Mengenlehre	praise						
	mattias										david	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Natürlich hoffe ich, dass die Krise bald überstanden ist aber die viele gemeinsame Zeit mit meinen Kindern werde ich vermissen.	praise						
	mattias										state	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Endlich haben die Kinder ein gutes Argument für ein eigenes Handy - sie müssen ja die Corona-App mit sich führen.	insinuation						
	mattias										hinzundkunzin	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		"Vielleicht wird dem einen oder anderen so langsam nun doch klar, daß die ""neue Normalität"" eine andere als die ""alte"" sein wird. Und vor allem, daß das noch eine ganze Weile so bleiben wird."	praise						
	mattias										hinzundkunzin	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Da kann man noch so lange auf die Regierungen schimpfen:	praise						
	mattias										hinzundkunzin	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Die haben's weder verursacht noch verbockt, sondern die haben versucht und versuchen noch immer, die besten Lösungen zu finden. Dafür verdienen sie Dank und nicht das ewige Gemotze.	praise						
	mattias										hinzundkunzin	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Wir erleben eine Naturkatastrophe, mit dem Menschen als Katalysator, die eben so halt geschehen ist. Wie z.B. der verheerende Vulkanausbruch Anfang des 19. Jh., dessen Asche mehrere Jahre in der Stratosphäre um den Globus zog und zu Dauerregen, Kälte und großen Hungersnöten geführt hat.	praise						
	mattias										hinzundkunzin	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Rettungsschirme wie heute von jedem gefordert (also aka Forderungen, keine Bitten) hat's damals nicht gegeben. Seien wir doch froh, daß es uns besser geht als denen damals.	praise						
	mattias										hinzundkunzin	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Ich will damit sagen, daß es eben Dinge auf dieser Welt gibt, die wir einfach nicht beherrschen und die nicht immer mit Paragraphen und Gerichtsbeschlüssen gelöst werden können. Und schon gar nicht mit Gemecker und Gemotze.	praise						
	mattias										numbers	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Danke für zwei Zahlen die aussagekräftig sind: Todesfälle pro Tag und Infektionen pro Tag.	praise						
	mattias										numbers	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Allerdings müssen diese zeitversetzt zueinander gesehen werden.	praise						
	mattias										numbers	health	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		So eine Grafik wäre daher sehr Aussagekräftig: bei welcher Zeitverschiebung liegt das Maximum der täglichen Todesfälle und Neuinfektionen ungefär übereinander?	praise						
	mattias										hidt	politics	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		"Nur weil das so ist, kann es trotzdem sein, dass wir in 5 Jahren ""Heil Höcke"" grüßen."	insinuation						
	mattias										diametral	politics	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Johnson ist ein populistischer Politiker der erst durch das schüren von Ängsten seinen Posten bekommen hat.	insinuation						
	mattias										diametral	politics	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		hm, hatte kurzfristig die Hoffnung, dass ihn der Aufenthalt auf der Intensivstation ein bisschen zu Vernunft gebracht hat.	insinuation						
	mattias										gefüllteFr	politics	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Nein, es reicht nicht mal zu einem dauerhaften Aufenthaltsrecht für diejenigen, die ihm das Leben gerettet haben.	insinuation						
	mattias										erika	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Ich kann mir kein neues Auto leisten. Bin in Kurzarbeit und mein Chef sagt er wird den Laden wohl schließen müssen! Kann ich die Prämie nicht trotzdem haben? Könnte sie auch gut gebrauchen?	insinuation						
	mattias										bigfritz	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Das geht überhaupt nicht! Hat man denn immer noch nicht dazugelernt? Was muss denn NOCH passieren? Schämt ihr euch denn gar nicht?	dissence						
	mattias										heisefan	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Die Automobilkonzerne waren mit die ersten nach 2 Wochen die Kurzarbeit für einen Teil ihrer Beschäftigten angemeldet hatte, also schon in die Arbeitslosenversicherung griffen - die irgendwann schon dieses Jahr durch Steuergelder aufgefüllt werden muss. Trotz der Milliardengewinne 2019 (VW 16 Mrd., BMW 5 Mrd.)	insinuation						
	mattias										wolfgang	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Der Autoindustrie scheint es ja prächtig zu gehen. Andere Unternehmen stehen vor der Pleite, und bei denen macht man sich Sorgen um zu wenig Party.	dissence						
	mattias										eberhard	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Selbstverständlich muss der ÖPNV gestützt werden. Ansonsten könnt ihr die ganze Klimadebatte vergessen. Vielleicht möchte der eine oder andere das sogar noch?	praise						
	mattias										knut	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Daran merkt man doch auch das die Leute die die Maskenpflicht fordern/eingeführt haben selbst gar keine ÖPVN benutzen.	praise						
	mattias										eric	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Jo, jetzt schön auf den ÖPNV einschlagen - welche Krise war noch vor der Krise? Alles vergessen? Wer dem Klimawandel entgegentreten will sollte den ÖPNV auf jeden Fall stärker unterstützen als Autokonzerne, die das Geld an ihre Aktionäre als Dividende weiter reichen.	lecture						
	mattias										maria	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Seid den 90igern ist Deutschland das Land der korrupten, kriminellen Politik.	praise						
	mattias										maria	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Die sich von Lobbyisten beschwatzen lässt, kaufen auch und nicht mehr zum eigenständigen denken fähig ist.	praise						
	mattias										maria	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Da müsste man ja Verantwortung übernehmen! DAS aber will kaum ein Politiker noch!! Stattdessen sich lieber die eigenen Taschen stopfen. Sie aufgeblähten, gierigen Bundestag. Brüssel.	praise						
	mattias										phhurticolon	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Merkel zerstört den Euro? Höre ich seit über 12 Jahren. War ausserdem ein Argument für die Gründung der AfD	insinuation						
	mattias										phhurticolon	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Und das was in all den Jahren passiert? Der Euro steht als Währung wie ein Fels in der Brandung - allen Untergangsprophezeiungen und Schwierigkeiten trotzend.	praise						
	mattias										phhurticolon	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Und die AfD hat sich von ihren Gründungsthesen weitgehend verabschiedet und ist heute auf anderem Feld unterwegs.	praise						
	mattias										ohnefilter	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Wir erleben eine Renaissance des Individualverkehrs. Spätestens ab Oktober, zum Ende der Fahrradsaison, benötigen wir autogerechtere Innenstädte mit zusätzlichen Fahrspuren und ausreichenden kostenlosen Parkmöglichkeiten. Darauf muss sich die Politik einstellen und schnell handeln.	dissence						
	mattias										dirk	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Wie wär's mit überdachten Radwegen zur Verlängerung der Saison, zusätzlichen Fahrspuren für Lastenfahrräder und Scooter-Roller, einer Ampel-Steuerung sodass man nicht an jeder Ampel die Rotphase mitnimmt und sich die Finger abfriert, sowie mit besseren Fahrrad-Parkmöglichkeiten - auf einen Autoparkplatz passen locker 6 oder 8 Räder? Mit Lademöglichkeiten für E-Bikes usw. …	lecture						
	mattias										jorg	politics	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Trumps Prognosen sind so erratisch wie seine Medikamentenempfehlungen. Noch vor wenigen Tagen, am 19. April prognostizierte er für die USA eine Gesamtzahl von höchstens 50.000-60.000 Corona-Toten. Dieser Wert wird bereits vor dem 1. Mai überschritten sein.	dissence						
	mattias										isodora	politics	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Das stimmt. Im Grunde kenne ich weltweit eigentlich absolut niemanden, dessen Prognosen eine Trefferwahrscheinlichkeit von 0 (in Worten: Null) haben. Bislang galt hier Hans Werner Sinn als absoluter Tiefpunkt, aber Donald hat selbst jemand noch unterboten, der 30 Jahre lang keine zutreffende Prognose abgegeben hat.	dissence						
	mattias										ehrhard	politics	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Keine Sorge. Bald wird der Praesident alle per Dekret zum Weiterarbeiten zwingen. So wie in der fleischverarbeitenden Industrie, in der wegen fehlender Sicherheitsvorschriften ein Grossteil der Beschaeftigten an Covid-19 erkrankt und gestorben sind. Seine Waehler sollen sich ja schliesslich weiterhin fettfressen koennen. Wenn's um Masken und Tests geht, Fehlanzeige. Deutschland geht's verhaeltnismaessig gut dagegen.	dissence						
	mattias										klaus	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Hatte den richtigen Riecher von meinem Ersparten vor vielen Jahren für den Kurs von 34,75 fünfundzwanzig Amazon Aktien zu kaufen. Hatte und habe immer noch Vertrauen in die Kraft des amerikanischen Marktes. Meine US-Werte gedeihen nach wie vor prächtig und die Dividenden erlauben mir zweimal im Jahr einen äußerst komfortablen Urlaub. Ich bin mit der momentanen amerikanischen Richtung alles andere als einverstanden,aber man hackt nicht die Hand ab,die einen füttert.	concession						
	mattias										hans	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		FED wird die Druckmaschine wieder anwerfen.	dissence						
	mattias										hans	economie	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Das mag sein. Nur entkoppelt sich die Druckmaschine der FED immer mehr von der Realwirtschaft, bzw. die Realwirtschaft entkoppelt sich immer mehr von der FED....	concession						
	mattias										stephan	politics	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Da macht sich die Lobbyarbeit doch bezahlt!	dissence						
	mattias										stephan	politics	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Ich fürchte nur, das wird tatsächlich so kommen.	dissence						
	mattias										michel	politics	https://docs.google.com/spreadsheets/d/1_2vY_Mvg-8PFHa0N7SalhmoBKtqUx-fkzPQ7PK94pyw/edit#gid=0		Reisebüros, kleine Handelsunternehmen und der Mittelstand geht pleite, aber die großen Autokonzerne wollen Dividenden ausschütten? Das wäre im höchsten Maße asozial gegenüber einem Großteil der Bevölkerung, die auf Kurzarbeit ist. Fehlen einem fast die Worte...	concession						
